song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,id,cluster
Lihue,Nohelani Cypriano,0.596,0.558,2.0,-13.508,0.0,0.0576,0.571,0.0587,0.105,0.56,93.706,200992.0,4.0,spotify:track:4UeSleTsjljEIdEGRdVggm,4UeSleTsjljEIdEGRdVggm,10
Give the Drummer Some,Norman Connors,0.379,0.557,11.0,-14.871,0.0,0.0551,0.0243,0.294,0.105,0.372,105.21,137840.0,4.0,spotify:track:3Q2Ec2C59fnmp6gUqGDqB2,3Q2Ec2C59fnmp6gUqGDqB2,1
Idyongwana,D'Yani,0.46,0.965,2.0,-5.047,1.0,0.0821,0.683,0.844,0.446,0.452,109.766,510240.0,3.0,spotify:track:11XJD9zYqFjsyGXUZlzTEx,11XJD9zYqFjsyGXUZlzTEx,8
Pelican Narrows,Caribou,0.628,0.529,5.0,-10.569,0.0,0.0278,0.299,0.723,0.0924,0.527,92.848,230133.0,4.0,spotify:track:59zLJJUAHSunVGHQBMyKlp,59zLJJUAHSunVGHQBMyKlp,5
Praise Jah (Vocal),Oluko Imo,0.772,0.665,1.0,-9.661,1.0,0.0985,0.162,0.0729,0.253,0.896,113.791,370563.0,4.0,spotify:track:0BtY4MiHiI1pG7mtn0IcVz,0BtY4MiHiI1pG7mtn0IcVz,9
It Ain't No Big Thing,Personal Touch,0.596,0.698,5.0,-11.361,0.0,0.0499,0.011,0.0,0.469,0.567,98.759,209547.0,4.0,spotify:track:42XKji1EXI5fosp9FPaqT1,42XKji1EXI5fosp9FPaqT1,2
Truth Is Marching On,The Rance Allen Group,0.603,0.704,2.0,-7.712,0.0,0.0534,0.0555,0.0016,0.337,0.73,118.849,238520.0,4.0,spotify:track:20slMKLsHKEmsKhE09DSuk,20slMKLsHKEmsKhE09DSuk,2
Ambulance - Original Mix,Robert Armani,0.658,0.716,6.0,-8.499,0.0,0.083,0.00189,0.866,0.157,0.589,128.061,391613.0,4.0,spotify:track:0NxdW2KBieYhyN7KEydxGL,0NxdW2KBieYhyN7KEydxGL,5
Music Is The Only Way I Can Cominicate (edit),Shake,0.719,0.74,4.0,-10.251,0.0,0.0523,0.0386,2.14e-06,0.0579,0.933,137.042,246081.0,4.0,spotify:track:0C1yeFcOgpf3CazL5DhTQt,0C1yeFcOgpf3CazL5DhTQt,2
Barnowl,Caribou,0.591,0.558,9.0,-11.285,0.0,0.0332,0.0795,0.908,0.118,0.658,165.004,350627.0,4.0,spotify:track:6Q6A0sqiibwIThnIXruThR,6Q6A0sqiibwIThnIXruThR,5
Verbal Experiments (Instrumental),Lootpack,0.783,0.748,10.0,-5.807,0.0,0.148,0.252,0.866,0.0871,0.497,183.097,204133.0,4.0,spotify:track:5mmg9m1hrXD9GN3pIe7Q67,5mmg9m1hrXD9GN3pIe7Q67,5
Love Gonna Pack Up (And Walk Out),The Persuaders,0.647,0.443,9.0,-11.263,0.0,0.0486,0.525,0.0,0.039,0.77,133.296,200173.0,4.0,spotify:track:3q9e1qjPQAqZOQLR2BBqVK,3q9e1qjPQAqZOQLR2BBqVK,10
Andromeda,Room,0.341,0.588,7.0,-9.395,1.0,0.0427,0.229,0.00234,0.786,0.297,96.684,307320.0,4.0,spotify:track:13WjGiBAExj1fGKj4Ur3aC,13WjGiBAExj1fGKj4Ur3aC,3
Yebèqanal,Alemayehu Eshete,0.807,0.664,0.0,-7.935,1.0,0.0419,0.969,0.000277,0.168,0.961,118.385,237760.0,4.0,spotify:track:2dTy7RLFhmqzbVmxdo2G64,2dTy7RLFhmqzbVmxdo2G64,4
They Call Me,Per Tjernberg,0.751,0.579,1.0,-13.901,1.0,0.0416,0.793,0.000968,0.309,0.952,115.165,438107.0,4.0,spotify:track:7vX7jjI6J72AFbyYsvJcIk,7vX7jjI6J72AFbyYsvJcIk,9
Every Time She Turns Round It's Her Birthday,Caribou,0.473,0.898,7.0,-8.793,1.0,0.0648,0.0636,0.416,0.324,0.221,134.299,467400.0,4.0,spotify:track:7dXB87Hcqwn9KyadkGe7DH,7dXB87Hcqwn9KyadkGe7DH,3
Blood Of An American,Bobby Wright,0.39,0.122,2.0,-18.781,1.0,0.0309,0.953,0.271,0.111,0.115,146.222,260601.0,4.0,spotify:track:5mzg92y6Twcay0OUlRLuRK,5mzg92y6Twcay0OUlRLuRK,4
Hasabe (My Worries),Ayalew Mesfin,0.731,0.952,3.0,-6.609,0.0,0.114,0.405,6.63e-05,0.119,0.782,125.135,236173.0,4.0,spotify:track:5TxuQrXbWo1GCLoGAmwOQh,5TxuQrXbWo1GCLoGAmwOQh,2
Opera II,The Durutti Column,0.471,0.313,4.0,-15.551,0.0,0.0383,0.926,0.966,0.124,0.379,161.468,179973.0,3.0,spotify:track:1DfPrDjilVkJZs1Wm6MnQx,1DfPrDjilVkJZs1Wm6MnQx,12
Ma Lo,Tiwa Savage,0.788,0.721,11.0,-4.577,1.0,0.152,0.424,2.86e-06,0.0897,0.653,105.23,182857.0,4.0,spotify:track:6U9jxxdQ6TNzjshIpwWMTf,6U9jxxdQ6TNzjshIpwWMTf,11
Donnie and Laurie,Laurie Spiegel,0.394,0.898,5.0,-12.45,0.0,0.0432,0.000399,0.854,0.0688,0.46,150.234,324223.0,4.0,spotify:track:1JZWAD70zjhSRZkeHPpZMo,1JZWAD70zjhSRZkeHPpZMo,5
1 Thing,Amerie,0.612,0.961,10.0,-3.078,0.0,0.333,0.107,4.17e-05,0.0413,0.867,129.873,238760.0,5.0,spotify:track:1mnqraQ8oV8MX92rdOFLWW,1mnqraQ8oV8MX92rdOFLWW,1
Bowls - Holden Remix,Caribou,0.803,0.487,4.0,-8.669,0.0,0.276,0.508,0.115,0.0568,0.271,113.017,682067.0,4.0,spotify:track:5z9eoaKPNyhXk58qiGn4bO,5z9eoaKPNyhXk58qiGn4bO,10
#1,Aphex Twin,0.619,0.0327,10.0,-20.273,0.0,0.0371,0.995,0.712,0.0865,0.0785,102.884,447800.0,4.0,spotify:track:35NyjYJFaJxqbUF2y0jWl1,35NyjYJFaJxqbUF2y0jWl1,12
2 Towers,Lightning Bolt,0.179,0.995,11.0,-1.988,1.0,0.415,0.00277,0.577,0.103,0.199,180.574,428773.0,3.0,spotify:track:2AO2Y5ekg37n7qeFDT5xXz,2AO2Y5ekg37n7qeFDT5xXz,3
6.4 = Make Out,Gary Wilson,0.463,0.439,8.0,-11.121,0.0,0.048,0.0507,0.000586,0.177,0.0791,131.854,301707.0,4.0,spotify:track:5TwOz1RcvvrDHR84z9ubzN,5TwOz1RcvvrDHR84z9ubzN,6
22nd Century,Nina Simone,0.335,0.531,1.0,-9.881,0.0,0.0386,0.661,0.0,0.0962,0.575,167.717,524400.0,3.0,spotify:track:0jwarkgb5rAyYE70y1ma4m,0jwarkgb5rAyYE70y1ma4m,10
Your Love Will Set You Free,Caribou,0.577,0.682,4.0,-12.419,0.0,0.0534,0.31,0.764,0.12,0.17,119.951,347393.0,4.0,spotify:track:21PAfdmuhKr0EwrZBPSgfY,21PAfdmuhKr0EwrZBPSgfY,5
93 'Til Infinity,Souls Of Mischief,0.59,0.672,1.0,-11.792,1.0,0.412,0.125,1.04e-06,0.147,0.688,206.247,286440.0,4.0,spotify:track:0PV1TFUMTBrDETzW6KQulB,0PV1TFUMTBrDETzW6KQulB,9
A Face In The Crowd - Original Mix,DJ Assassin,0.803,0.767,2.0,-7.649,1.0,0.0586,0.000381,0.878,0.0749,0.374,128.116,428976.0,4.0,spotify:track:5CfFqmQqFHLCggFGOugrwq,5CfFqmQqFHLCggFGOugrwq,8
A Rainbow in the Curved Air - Instrumental,Terry Riley,0.197,0.422,2.0,-17.453,1.0,0.0505,0.672,0.58,0.128,0.131,172.806,1119333.0,4.0,spotify:track:0aGvcIUEdMq9PelZIGJOBU,0aGvcIUEdMq9PelZIGJOBU,7
A Tender Places,Bakey USTL,0.877,0.858,8.0,-8.363,1.0,0.102,0.0312,0.491,0.151,0.589,120.043,470923.0,4.0,spotify:track:4EVcC2JFQ63LyHBHUphkme,4EVcC2JFQ63LyHBHUphkme,11
A Time For Us,Joe Pass,0.333,0.448,9.0,-14.122,0.0,0.0384,0.704,0.677,0.141,0.369,82.554,195054.0,4.0,spotify:track:2cw0lA6uJaHaVT8vuGlPbR,2cw0lA6uJaHaVT8vuGlPbR,12
Acid Tracks,Phuture,0.792,0.918,6.0,-14.205,1.0,0.0713,0.018,0.919,0.129,0.505,120.439,737173.0,4.0,spotify:track:05kXJj11PCg7aIWvQxp683,05kXJj11PCg7aIWvQxp683,8
Niobe,Caribou,0.467,0.411,8.0,-12.774,0.0,0.0325,0.467,0.875,0.109,0.109,126.941,531400.0,4.0,spotify:track:28Koc6C2H1VhtyQulpxeOb,28Koc6C2H1VhtyQulpxeOb,12
Ad Gloriam,Le Orme,0.505,0.712,2.0,-9.457,1.0,0.0264,0.0922,0.00029,0.122,0.691,102.148,336107.0,4.0,spotify:track:5r0l5YdyIIjxRF5B8O3YbT,5r0l5YdyIIjxRF5B8O3YbT,9
Adormeceu,O Terco,0.328,0.573,2.0,-11.178,1.0,0.0425,0.222,0.0627,0.251,0.223,78.578,240547.0,4.0,spotify:track:0O3E2cNgkTjcyfGyT0YFTY,0O3E2cNgkTjcyfGyT0YFTY,0
Affenstunde,Popol Vuh,0.242,0.244,5.0,-21.39,1.0,0.0413,0.966,0.889,0.0917,0.0384,141.053,941947.0,4.0,spotify:track:5V4brOpzOJdRBRYUxiH6qY,5V4brOpzOJdRBRYUxiH6qY,7
Africa,Sathima Bea Benjamin,0.282,0.477,5.0,-16.228,0.0,0.126,0.107,0.0262,0.159,0.438,172.447,1289093.0,4.0,spotify:track:51nGNok3fN86r9TlzO8pkh,51nGNok3fN86r9TlzO8pkh,6
Afro Funky,Manteca,0.764,0.913,10.0,-7.727,1.0,0.0485,0.17,0.51,0.0468,0.966,99.097,271707.0,4.0,spotify:track:3ZPyCcEwmiNKPgt0yxkdad,3ZPyCcEwmiNKPgt0yxkdad,11
Aht Uh Mi Hed,Shuggie Otis,0.821,0.464,6.0,-13.798,0.0,0.0286,0.609,0.312,0.0962,0.862,102.525,255560.0,4.0,spotify:track:3bGVC25HcISA1ApJwux1LF,3bGVC25HcISA1ApJwux1LF,10
Ain't It Time (Instrumental),Queen Yahna,0.647,0.88,10.0,-6.254,1.0,0.0855,0.16,0.201,0.582,0.589,120.098,232960.0,4.0,spotify:track:0VPPU93SAqgSO85lMvGeAS,0VPPU93SAqgSO85lMvGeAS,11
Ain't No Half-Steppin',Big Daddy Kane,0.836,0.728,10.0,-12.058,0.0,0.234,0.00569,0.000819,0.0649,0.599,100.842,319907.0,4.0,spotify:track:0dNiLb9FEHrRK7VFDJctiR,0dNiLb9FEHrRK7VFDJctiR,1
Aldeia De Ogum,Joyce Moreno,0.363,0.897,6.0,-9.814,0.0,0.0847,0.0123,0.000308,0.163,0.757,132.079,274813.0,4.0,spotify:track:77j7kF8EeK2GpCqRX6L6BQ,77j7kF8EeK2GpCqRX6L6BQ,2
All About Money,Spontaneous Overthrow,0.693,0.628,11.0,-10.595,0.0,0.0381,0.249,0.486,0.0912,0.743,101.515,339026.0,4.0,spotify:track:1o8jd65ohNgAUwyOZKI6RS,1o8jd65ohNgAUwyOZKI6RS,1
All I Do,Stevie Wonder,0.849,0.501,11.0,-16.76,1.0,0.102,0.0917,0.0,0.105,0.882,117.213,306667.0,4.0,spotify:track:5Y4T4O5xy63BbgUfUkNPxA,5Y4T4O5xy63BbgUfUkNPxA,11
All N My Grill (feat. Big Boi of Outkast & Nicole),Missy Elliott,0.544,0.65,10.0,-8.714,0.0,0.144,0.164,0.0,0.225,0.833,84.372,272000.0,4.0,spotify:track:4vO3U8AKIjwBEBCTbEFbD9,4vO3U8AKIjwBEBCTbEFbD9,1
All Night Long,Mary Jane Girls,0.835,0.295,0.0,-14.846,0.0,0.0533,0.131,0.0423,0.102,0.925,98.013,333293.0,4.0,spotify:track:7qHQc9hJ9GoiOS2l7wRuoZ,7qHQc9hJ9GoiOS2l7wRuoZ,2
All The Time,DJ Koze,0.858,0.676,1.0,-11.057,1.0,0.203,0.366,0.826,0.112,0.715,122.033,345920.0,4.0,spotify:track:37rP2LVjJSTpvCso3fxTp1,37rP2LVjJSTpvCso3fxTp1,8
All Tomorrow's Parties,The Velvet Underground,0.364,0.513,2.0,-13.538,1.0,0.0506,0.041,0.000438,0.0975,0.126,92.488,359680.0,4.0,spotify:track:7xPNrZ8O619whIK568Wcgz,7xPNrZ8O619whIK568Wcgz,0
Alone Again Or,Love,0.307,0.379,11.0,-11.8,0.0,0.031,0.684,0.000577,0.113,0.184,173.728,197013.0,4.0,spotify:track:6hXHOrhKW9dgQt35Mc5dCb,6hXHOrhKW9dgQt35Mc5dCb,10
Ambasel,Hailu Mergia,0.411,0.446,0.0,-9.412,1.0,0.0298,0.238,0.00973,0.14,0.43,150.59,229120.0,3.0,spotify:track:2ClYvY2kxsvGI5ttdbPwjh,2ClYvY2kxsvGI5ttdbPwjh,0
Analogue Bubblebath,AFX,0.63,0.693,7.0,-15.77,1.0,0.0524,0.0107,0.953,0.406,0.0366,124.03,281800.0,4.0,spotify:track:1GaiiQWVhb6c8zNLaqFDlG,1GaiiQWVhb6c8zNLaqFDlG,8
Answers (Instrumental),Lootpack,0.651,0.52,7.0,-8.193,1.0,0.246,0.141,0.845,0.117,0.311,173.067,258000.0,4.0,spotify:track:2dZbuHv4DjPCgiJcPgtsfJ,2dZbuHv4DjPCgiJcPgtsfJ,8
Apt 2a,N.Y. House'n Authority,0.81,0.926,1.0,-9.796,1.0,0.0452,0.119,0.911,0.0802,0.718,122.182,221747.0,4.0,spotify:track:7KaxSvEGnmgb3kzgF4TgGr,7KaxSvEGnmgb3kzgF4TgGr,8
Archangel,Burial,0.617,0.849,1.0,-10.123,1.0,0.165,0.463,0.516,0.116,0.521,135.277,242427.0,4.0,spotify:track:63FmCXIc4lmEq9fNqGkQ57,63FmCXIc4lmEq9fNqGkQ57,8
Are You Experienced?,Jimi Hendrix,0.403,0.763,8.0,-6.727,1.0,0.118,0.0277,0.00985,0.148,0.455,82.812,255613.0,4.0,spotify:track:02POyqtbrdmYQ3RxsTrYMD,02POyqtbrdmYQ3RxsTrYMD,3
Are You That Somebody,Aaliyah,0.852,0.658,9.0,-7.104,0.0,0.172,0.161,0.0131,0.0999,0.839,137.986,265667.0,4.0,spotify:track:4QDAMBiRAZXK20zDCQiiuE,4QDAMBiRAZXK20zDCQiiuE,1
Areknames,Franco Battiato,0.181,0.479,9.0,-10.873,1.0,0.0414,0.815,0.823,0.135,0.132,79.228,273000.0,4.0,spotify:track:7DrRC7Dx1Wj8hGC53ZJHOm,7DrRC7Dx1Wj8hGC53ZJHOm,7
