song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,id,cluster
The Other Side (Alessia Cara Version),Alessia Cara,0.433,0.573,1.0,-6.041,0.0,0.156,0.278,0.0,0.103,0.312,150.005,199285.0,4.0,spotify:track:5stBjr01wRUJa6BGqkxPD7,5stBjr01wRUJa6BGqkxPD7,6
Miracle,The Score,0.642,0.776,11.0,-4.0,0.0,0.0343,0.0675,0.0,0.21,0.567,130.068,205387.0,4.0,spotify:track:125ayeFtp2YCLzM2udMZOk,125ayeFtp2YCLzM2udMZOk,1
"Ride (feat. Gary Clark Jr.) - From ""Cars 3""",ZZ Ward,0.513,0.951,0.0,-2.952,1.0,0.157,0.0121,0.169,0.0401,0.666,170.041,244130.0,4.0,spotify:track:6ujpdDqRkmLXjOoUSYdvVQ,6ujpdDqRkmLXjOoUSYdvVQ,9
Don't Let Me Down (feat. Daya) - Illenium Remix,The Chainsmokers,0.428,0.656,11.0,-3.712,1.0,0.075,0.0751,0.181,0.15,0.355,79.648,218933.0,4.0,spotify:track:15BlympuVSfZFROojEMY2M,15BlympuVSfZFROojEMY2M,3
Smallest Light,Ingrid Michaelson,0.468,0.143,5.0,-12.231,1.0,0.0296,0.921,0.0,0.0936,0.192,109.668,217747.0,4.0,spotify:track:3JAXufDj7JkyOtwMwYmsBQ,3JAXufDj7JkyOtwMwYmsBQ,4
Do You Wanna Dance?,The Beach Boys,0.436,0.81,10.0,-8.443,1.0,0.0454,0.455,2.24e-06,0.331,0.759,147.14,142533.0,4.0,spotify:track:4MFU8kCLOQD9nV03Gfvrkn,4MFU8kCLOQD9nV03Gfvrkn,11
Take on Me - Kygo Remix,a-ha,0.568,0.674,9.0,-9.155,1.0,0.097,0.236,0.000469,0.147,0.624,90.043,225680.0,4.0,spotify:track:2QTXVDYQniCqKqmKcL0A5u,2QTXVDYQniCqKqmKcL0A5u,11
The Safety Dance,Men Without Hats,0.779,0.742,5.0,-8.534,1.0,0.0368,0.0463,5.56e-05,0.157,0.286,100.2,277480.0,4.0,spotify:track:5ZpDiWqCG93McsnuHu9uCR,5ZpDiWqCG93McsnuHu9uCR,3
Aftergold,Big Wild,0.65,0.672,8.0,-7.643,0.0,0.0388,0.178,0.215,0.191,0.208,94.534,229841.0,4.0,spotify:track:2bqYcSSycHX7Zo6LJbA6aw,2bqYcSSycHX7Zo6LJbA6aw,1
Somebody To Love - Remastered 2011,Queen,0.497,0.693,8.0,-7.024,1.0,0.0565,0.19,0.0,0.215,0.358,111.539,296493.0,3.0,spotify:track:6cFZ4PLC19taNlpl9pbGMf,6cFZ4PLC19taNlpl9pbGMf,3
Welcome to the Black Parade,My Chemical Romance,0.217,0.905,2.0,-4.103,1.0,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107.0,4.0,spotify:track:5wQnmLuC1W7ATsArWACrgW,5wQnmLuC1W7ATsArWACrgW,0
Old Friends - Jonas Blue Remix,Jasmine Thompson,0.646,0.744,3.0,-4.714,1.0,0.0365,0.0246,0.0,0.0705,0.358,103.048,174733.0,4.0,spotify:track:7pJ4iEOOwUEzO3m9Hh3Ojr,7pJ4iEOOwUEzO3m9Hh3Ojr,0
Island In The Sun,Weezer,0.654,0.81,4.0,-6.26,0.0,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307.0,4.0,spotify:track:2MLHyLy5z5l5YRp7momlgw,2MLHyLy5z5l5YRp7momlgw,2
Blister In The Sun,Violent Femmes,0.725,0.558,0.0,-8.557,1.0,0.125,0.318,0.0,0.0976,0.88,96.969,144947.0,4.0,spotify:track:4PXH3g9qGgMqDlC52dJw07,4PXH3g9qGgMqDlC52dJw07,9
Send Me On My Way,Rusted Root,0.495,0.774,0.0,-6.543,1.0,0.0718,0.138,1.31e-05,0.128,0.715,119.398,261707.0,4.0,spotify:track:4yshHBPp0MoVynV1sMCKV3,4yshHBPp0MoVynV1sMCKV3,9
It Ain't Me,Kygo,0.636,0.533,0.0,-6.539,1.0,0.0984,0.12,0.0,0.371,0.45,99.858,216587.0,4.0,spotify:track:677RjvAT2lpYjo1Whczjzx,677RjvAT2lpYjo1Whczjzx,0
Animals - Radio Edit,Martin Garrix,0.593,0.914,1.0,-5.351,1.0,0.0363,0.00137,0.445,0.0714,0.0381,128.015,176120.0,4.0,spotify:track:65G7XDGcybJiGywSCXJiL5,65G7XDGcybJiGywSCXJiL5,0
Catch,Dresses,0.818,0.574,10.0,-7.192,1.0,0.0476,0.29,0.0,0.0875,0.869,120.027,231121.0,4.0,spotify:track:7dsHYU5bH0qksf8e1loXcl,7dsHYU5bH0qksf8e1loXcl,11
Jump,Van Halen,0.542,0.822,0.0,-7.201,1.0,0.0291,0.0745,0.00947,0.0645,0.772,130.011,239560.0,4.0,spotify:track:6Fba9RZtC6vTY814JToDtP,6Fba9RZtC6vTY814JToDtP,9
Sleepyhead,Passion Pit,0.568,0.719,8.0,-5.406,1.0,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,174760.0,4.0,spotify:track:4prEPl61C8qZpeo3IkYSMl,4prEPl61C8qZpeo3IkYSMl,3
(Don't Fear) The Reaper,Blue Öyster Cult,0.366,0.931,0.0,-8.349,1.0,0.0609,0.00127,0.00213,0.305,0.559,141.162,308640.0,4.0,spotify:track:2NL4BBBSgypHnxUKmQdYcT,2NL4BBBSgypHnxUKmQdYcT,9
We Found Love,Rihanna,0.734,0.766,1.0,-4.485,1.0,0.0383,0.025,0.00138,0.108,0.6,127.986,215227.0,4.0,spotify:track:3t4HeVfURZ5DuqMWz0Cmqg,3t4HeVfURZ5DuqMWz0Cmqg,9
Club Can't Handle Me (feat. David Guetta),Flo Rida,0.616,0.869,0.0,-3.911,1.0,0.0327,0.0283,0.0,0.064,0.473,127.968,234560.0,4.0,spotify:track:66h8D2TWfiF341U0m7WWC9,66h8D2TWfiF341U0m7WWC9,0
When I'm Gone,Eminem,0.515,0.74,10.0,-5.507,0.0,0.363,0.0493,0.0,0.258,0.765,75.922,281133.0,4.0,spotify:track:2ye824NM1m7Nc2UPXtwZjL,2ye824NM1m7Nc2UPXtwZjL,1
Raise Your Glass,P!nk,0.7,0.708,7.0,-4.952,1.0,0.0869,0.00624,0.0,0.031,0.619,122.029,203267.0,4.0,spotify:track:05qq6mwIbG1ZsQhlMKyDwN,05qq6mwIbG1ZsQhlMKyDwN,11
Wonderful Life (Mi Oh My) - From the Angry Birds Movie Original Motion Picture Soundtrack,Matoma,0.871,0.754,6.0,-5.771,1.0,0.034,0.217,1.09e-05,0.122,0.924,110.97,210920.0,4.0,spotify:track:3s2FxrA4ZXbTR6SlH6LXh9,3s2FxrA4ZXbTR6SlH6LXh9,11
Little Do You Know,Campsite Dream,0.698,0.757,0.0,-5.821,1.0,0.0447,0.0827,0.0,0.195,0.349,95.03,168681.0,4.0,spotify:track:5lIat5pyge2yKkV20FlgQ7,5lIat5pyge2yKkV20FlgQ7,0
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,0.893,0.745,11.0,-3.105,0.0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413.0,4.0,spotify:track:6BaCraQ9xeLYg4Sb9TBT2X,6BaCraQ9xeLYg4Sb9TBT2X,1
Feels Like Summer,Weezer,0.468,0.939,11.0,-1.976,1.0,0.112,0.0139,9.25e-05,0.833,0.698,176.075,195390.0,4.0,spotify:track:6tNQw4RAj7oYogHXVzKJg8,6tNQw4RAj7oYogHXVzKJg8,11
That's All I Need,Dirty Heads,0.765,0.657,11.0,-6.394,0.0,0.0829,0.0175,0.0,0.345,0.553,91.998,213147.0,4.0,spotify:track:60p2R7bCS2DW1mixI5HUv9,60p2R7bCS2DW1mixI5HUv9,1
Classic (feat. POWERS),The Knocks,0.63,0.942,2.0,-3.195,1.0,0.0485,0.00474,0.000744,0.326,0.543,101.996,248517.0,4.0,spotify:track:42UaTVeWaNaME7ttu61ykG,42UaTVeWaNaME7ttu61ykG,9
Mixtape,Ballyhoo!,0.609,0.863,4.0,-5.496,0.0,0.033,0.059,0.0,0.356,0.963,158.057,231856.0,4.0,spotify:track:59rf2EWjIirvHSHml5CfGH,59rf2EWjIirvHSHml5CfGH,2
Welcome To Your Life,GROUPLOVE,0.507,0.611,10.0,-5.903,1.0,0.0314,0.00246,0.0,0.196,0.399,91.159,228880.0,4.0,spotify:track:6uF5q1IM4nXjh4Hw3pY4Cw,6uF5q1IM4nXjh4Hw3pY4Cw,3
Dark Necessities,Red Hot Chili Peppers,0.7,0.742,5.0,-6.777,0.0,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000.0,4.0,spotify:track:1cjiLJacTKtJbdCtMk1XeV,1cjiLJacTKtJbdCtMk1XeV,6
Lane Boy,Twenty One Pilots,0.616,0.811,7.0,-4.804,1.0,0.0626,0.0573,1.57e-05,0.0566,0.913,159.929,253093.0,4.0,spotify:track:2P61EK6DMGyVyssLWS4fKy,2P61EK6DMGyVyssLWS4fKy,11
Jungle (Radio Edit),Tash Sultana,0.541,0.718,1.0,-5.544,0.0,0.0295,0.178,0.0,0.0956,0.541,146.037,237568.0,4.0,spotify:track:5GI8QlM6RlyZjegB9CFk7U,5GI8QlM6RlyZjegB9CFk7U,2
Got To My Head,WATERS,0.515,0.74,3.0,-5.528,1.0,0.045,0.0118,8.99e-05,0.0602,0.522,114.903,186747.0,4.0,spotify:track:0jzlfI8DL7Uph1ojvUTbJp,0jzlfI8DL7Uph1ojvUTbJp,0
Californication,Red Hot Chili Peppers,0.592,0.767,9.0,-2.788,0.0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733.0,4.0,spotify:track:34KTEhpPjq6IAgQg2yzJAL,34KTEhpPjq6IAgQg2yzJAL,1
Set On Fire,MAGIC GIANT,0.251,0.865,6.0,-4.627,1.0,0.0768,0.0137,2.69e-06,0.268,0.398,153.934,215653.0,4.0,spotify:track:0IV5Hor3LGOLk1OlxxriAO,0IV5Hor3LGOLk1OlxxriAO,3
Hollow Moon (Bad Wolf),AWOLNATION,0.753,0.757,0.0,-5.252,1.0,0.033,0.0872,0.534,0.176,0.409,120.032,258861.0,4.0,spotify:track:7cfr3F2jpzjwqL6ZhGfjtH,7cfr3F2jpzjwqL6ZhGfjtH,8
Little Secrets,Passion Pit,0.597,0.786,5.0,-4.248,1.0,0.0419,0.00345,0.0,0.0909,0.666,99.888,238973.0,4.0,spotify:track:3kb38wezoUA8ki5jPYy3t5,3kb38wezoUA8ki5jPYy3t5,11
Vacation,Dirty Heads,0.739,0.754,8.0,-5.034,1.0,0.035,0.0431,0.0,0.0999,0.793,150.017,209142.0,4.0,spotify:track:5CsARKMUoR0j6loMeSh59m,5CsARKMUoR0j6loMeSh59m,11
Sober,P!nk,0.607,0.793,6.0,-4.888,1.0,0.0313,0.0763,0.0,0.21,0.413,90.922,251533.0,4.0,spotify:track:56elgHuzFP2aqqA0rUjRj1,56elgHuzFP2aqqA0rUjRj1,3
I'm with You,Avril Lavigne,0.457,0.406,9.0,-7.462,1.0,0.0291,0.08,0.0,0.117,0.208,151.95,223067.0,3.0,spotify:track:1jlG3KJ3gdYmhfuySFfpO1,1jlG3KJ3gdYmhfuySFfpO1,3
My Happy Ending,Avril Lavigne,0.414,0.936,2.0,-2.407,1.0,0.0758,0.00136,0.0,0.369,0.74,170.229,242413.0,4.0,spotify:track:6sqNctd7MlJoKDOxPVCAvU,6sqNctd7MlJoKDOxPVCAvU,9
Blurred Lines,Robin Thicke,0.853,0.599,7.0,-4.756,1.0,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,263827.0,4.0,spotify:track:0n4bITAu0Y0nigrz3MFJMb,0n4bITAu0Y0nigrz3MFJMb,11
Just Can't Get Enough - 2006 Digital Remaster,Depeche Mode,0.765,0.853,0.0,-7.434,1.0,0.0341,0.465,0.0313,0.179,0.93,128.195,223307.0,4.0,spotify:track:513Pk2WNJaTGMjqD4AuQ8T,513Pk2WNJaTGMjqD4AuQ8T,9
Flaws,Bastille,0.57,0.657,8.0,-6.987,1.0,0.0356,0.405,1.86e-06,0.0723,0.41,144.247,218800.0,4.0,spotify:track:67wABU4SjBlnDHB0KiU3HL,67wABU4SjBlnDHB0KiU3HL,3
Mirror,Lil Wayne,0.331,0.622,5.0,-7.291,0.0,0.092,0.858,0.0,0.104,0.388,64.468,228093.0,3.0,spotify:track:05pdoheuKPSotkjMgIVX6I,05pdoheuKPSotkjMgIVX6I,10
Where Them Girls At (feat. Nicki Minaj & Flo Rida),David Guetta,0.666,0.876,3.0,-3.078,1.0,0.0414,0.055,0.0,0.259,0.552,129.884,194840.0,4.0,spotify:track:7yO48FWUkqsrdxrwkGcnwl,7yO48FWUkqsrdxrwkGcnwl,9
All Time Low - Recorded at Spotify Studios NYC,Andy Grammer,0.718,0.59,6.0,-5.67,0.0,0.0671,0.442,0.0,0.198,0.505,94.031,185980.0,4.0,spotify:track:3uM14F9XYRMhx6MgDsS9iq,3uM14F9XYRMhx6MgDsS9iq,10
Don't Say Goodnight,Hot Chelle Rae,0.599,0.791,10.0,-4.975,1.0,0.0585,0.0064,0.0,0.0924,0.574,92.862,211813.0,4.0,spotify:track:5KpBYmEiClvljtwbjEhIJq,5KpBYmEiClvljtwbjEhIJq,11
Avalanche,WALK THE MOON,0.594,0.858,9.0,-4.339,1.0,0.0387,0.00059,3.11e-06,0.0642,0.663,138.021,218720.0,4.0,spotify:track:3JxaZPq4UjkOaxnpyMUtAC,3JxaZPq4UjkOaxnpyMUtAC,11
Could This Be Love,The Wanted,0.332,0.777,4.0,-4.493,1.0,0.0534,0.155,0.0,0.179,0.294,98.761,187360.0,4.0,spotify:track:2Hq4DyvVuAGNvlLcxhETYb,2Hq4DyvVuAGNvlLcxhETYb,0
Cecilia And The Satellite,Andrew McMahon in the Wilderness,0.381,0.844,5.0,-7.123,1.0,0.144,0.0131,0.0,0.318,0.239,194.0,223880.0,4.0,spotify:track:1MSM3Fo2fvnwVqMcz8Jhjq,1MSM3Fo2fvnwVqMcz8Jhjq,3
Fine By Me,Andy Grammer,0.603,0.801,11.0,-4.095,1.0,0.0326,0.00975,0.0,0.0443,0.863,89.998,172813.0,4.0,spotify:track:7tg0OrYieTMcQmxIczNMqE,7tg0OrYieTMcQmxIczNMqE,11
Sunset Lover,Petit Biscuit,0.783,0.467,6.0,-9.474,1.0,0.0503,0.729,0.809,0.109,0.236,90.838,237793.0,4.0,spotify:track:0hNduWmlWmEmuwEFcYvRu1,0hNduWmlWmEmuwEFcYvRu1,7
Despacito - Remix,Luis Fonsi,0.694,0.815,2.0,-4.328,1.0,0.12,0.229,0.0,0.0924,0.813,88.931,228827.0,4.0,spotify:track:5CtI0qwDJkDQGwXD1H1cLb,5CtI0qwDJkDQGwXD1H1cLb,9
More Than You Know,Axwell /\ Ingrosso,0.644,0.743,5.0,-5.002,0.0,0.0355,0.034,0.0,0.257,0.544,123.074,203000.0,4.0,spotify:track:3PEgB3fkiojxms35ntsTgs,3PEgB3fkiojxms35ntsTgs,2
Bring It On Home to Me,Sam Cooke,0.523,0.402,0.0,-8.233,1.0,0.0305,0.778,0.0,0.432,0.675,70.863,162533.0,4.0,spotify:track:0WVTQp3SOCuMr08jh1jweV,0WVTQp3SOCuMr08jh1jweV,4
Life Is A Highway,Rascal Flatts,0.58,0.953,5.0,-3.856,1.0,0.0614,0.00261,0.0,0.218,0.673,103.041,276320.0,4.0,spotify:track:1SLikaDhWhhhnLJC58bkFI,1SLikaDhWhhhnLJC58bkFI,11
Hello Seattle,Owl City,0.618,0.743,5.0,-4.688,0.0,0.0284,0.00219,0.0,0.158,0.74,118.984,167187.0,4.0,spotify:track:2bZwRGh8kmVhtsBnDjv14Z,2bZwRGh8kmVhtsBnDjv14Z,2
Malibu,Miley Cyrus,0.573,0.781,8.0,-6.406,1.0,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907.0,4.0,spotify:track:1UZOjK1BwmwWU14Erba9CZ,1UZOjK1BwmwWU14Erba9CZ,3
Fairy Dance,James Newton Howard,0.213,0.0262,10.0,-28.554,0.0,0.0419,0.923,0.871,0.0585,0.0454,123.639,324027.0,3.0,spotify:track:67VL4PbAGx7saJO4gPz9wO,67VL4PbAGx7saJO4gPz9wO,12
Better Together,Jack Johnson,0.868,0.347,5.0,-9.529,1.0,0.0536,0.308,2e-05,0.11,0.659,110.059,207680.0,4.0,spotify:track:4VywXu6umkIQ2OS0m1I79y,4VywXu6umkIQ2OS0m1I79y,11
Upside Down,Jack Johnson,0.787,0.655,6.0,-8.339,0.0,0.0431,0.238,0.000171,0.138,0.65,102.485,208653.0,4.0,spotify:track:6shRGWCtBUOPFLFTTqXZIC,6shRGWCtBUOPFLFTTqXZIC,2
Banana Pancakes,Jack Johnson,0.816,0.375,7.0,-8.053,1.0,0.0996,0.607,8.66e-06,0.0933,0.615,114.303,191907.0,4.0,spotify:track:451GvHwY99NKV4zdKPRWmv,451GvHwY99NKV4zdKPRWmv,4
Stop And Stare,OneRepublic,0.492,0.859,4.0,-4.274,1.0,0.0332,0.0659,0.0,0.0756,0.251,92.474,223853.0,4.0,spotify:track:4vEUJR9W3IknzgbtBaZRUS,4vEUJR9W3IknzgbtBaZRUS,0
Say,John Mayer,0.485,0.723,10.0,-6.565,1.0,0.0317,0.541,1.12e-06,0.075,0.541,167.845,230213.0,4.0,spotify:track:6wZI4mdT8JwXgkGURnBQiq,6wZI4mdT8JwXgkGURnBQiq,3
All The Right Moves,OneRepublic,0.529,0.948,0.0,-3.527,1.0,0.0474,0.258,9.35e-06,0.283,0.65,146.024,238000.0,4.0,spotify:track:5XRHGXut00SrJUFmcn2lQF,5XRHGXut00SrJUFmcn2lQF,9
Closing Time,Semisonic,0.481,0.865,7.0,-5.498,1.0,0.0283,0.0204,1.24e-06,0.17,0.241,92.086,273160.0,4.0,spotify:track:4EnkwZd0UJAuHpNMMemQaA,4EnkwZd0UJAuHpNMMemQaA,3
If I Lose Myself,OneRepublic,0.482,0.713,2.0,-6.017,1.0,0.0487,0.0969,0.0,0.111,0.263,140.069,241640.0,4.0,spotify:track:7hIRQZhDjab4YgqkkkehV9,7hIRQZhDjab4YgqkkkehV9,0
Yellow Lines,Brendan James,0.634,0.735,6.0,-5.162,1.0,0.0325,0.0356,1.23e-06,0.0915,0.534,120.999,212373.0,4.0,spotify:track:4ZMxhzg5HNWbBOHzb4noq6,4ZMxhzg5HNWbBOHzb4noq6,11
Take Me Home,Bryce Vine,0.368,0.896,5.0,-4.315,1.0,0.172,0.0516,0.0,0.141,0.69,88.493,230580.0,4.0,spotify:track:7wYKvMLMWZz59hlGxLSuxs,7wYKvMLMWZz59hlGxLSuxs,11
Dirty Little Secret,The All-American Rejects,0.465,0.954,10.0,-4.251,1.0,0.044,0.000346,5.38e-06,0.573,0.458,143.85,193653.0,4.0,spotify:track:5lDriBxJd22IhOH9zTcFrV,5lDriBxJd22IhOH9zTcFrV,3
Pop Princess,The Click Five,0.493,0.935,2.0,-2.251,0.0,0.0591,9.06e-05,1.05e-05,0.314,0.869,149.006,258293.0,4.0,spotify:track:4KOfCjk1xnMphqkmbn7yYN,4KOfCjk1xnMphqkmbn7yYN,2
Mr. Brightside,The Killers,0.351,0.928,1.0,-3.71,1.0,0.0759,0.00113,0.0,0.0988,0.239,148.03,222076.0,4.0,spotify:track:0eGsygTp906u18L0Oimnem,0eGsygTp906u18L0Oimnem,0
You Make My Dreams (Come True),Daryl Hall & John Oates,0.751,0.501,5.0,-12.151,1.0,0.0551,0.234,0.112,0.0467,0.902,167.057,190627.0,4.0,spotify:track:4o6BgsqLIBViaGVbx5rbRk,4o6BgsqLIBViaGVbx5rbRk,11
I WILL SURVIVE,Gloria Gaynor,0.772,0.794,9.0,-9.208,0.0,0.0632,0.126,0.000547,0.322,0.638,116.959,197413.0,4.0,spotify:track:0x4GSz5C4XZDkNhFswGboC,0x4GSz5C4XZDkNhFswGboC,1
Come On Eileen,Dexys Midnight Runners,0.41,0.874,0.0,-4.286,1.0,0.0907,0.197,0.0,0.0843,0.824,107.08,205933.0,4.0,spotify:track:3xKsPtA5XG91Zlh0SyycmM,3xKsPtA5XG91Zlh0SyycmM,9
Rehab,Amy Winehouse,0.434,0.872,0.0,-2.974,1.0,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,213760.0,4.0,spotify:track:4osg3vT6sXv6wNxm9Z6ucQ,4osg3vT6sXv6wNxm9Z6ucQ,9
Wake Me Up Before You Go-Go,Wham!,0.618,0.764,0.0,-6.027,1.0,0.0562,0.186,0.0,0.12,0.876,81.366,230693.0,4.0,spotify:track:5XsMz0YfEaHZE0MTb1aujs,5XsMz0YfEaHZE0MTb1aujs,9
Why Can't We Be Friends?,War,0.776,0.714,10.0,-9.044,1.0,0.0388,0.19,0.0,0.506,0.962,92.448,230067.0,4.0,spotify:track:413T0g8pNNXYX6t5RqHvx7,413T0g8pNNXYX6t5RqHvx7,11
I'm a Believer,The Monkees,0.519,0.772,0.0,-6.784,1.0,0.0331,0.534,1.21e-05,0.271,0.961,79.618,166907.0,4.0,spotify:track:5RKZ9zCtLjBLTea7qkSFqr,5RKZ9zCtLjBLTea7qkSFqr,9
Mr. Blue Sky,Electric Light Orchestra,0.388,0.338,10.0,-10.054,1.0,0.0328,0.652,3.72e-06,0.248,0.477,177.784,303373.0,4.0,spotify:track:74z2lfZ7fj3IqoK71lHkZw,74z2lfZ7fj3IqoK71lHkZw,4
I've Been Everywhere,Johnny Cash,0.726,0.781,4.0,-5.898,1.0,0.0678,0.598,2.31e-06,0.275,0.818,112.304,199667.0,4.0,spotify:track:6VWqYRxwX6xaoZMjQR7iOX,6VWqYRxwX6xaoZMjQR7iOX,9
Life Is A Highway,Tom Cochrane,0.683,0.751,5.0,-10.184,1.0,0.0346,0.0681,8.36e-06,0.248,0.841,103.036,266560.0,4.0,spotify:track:0hKF8N8aflF1uDzEEnPr2j,0hKF8N8aflF1uDzEEnPr2j,11
Spread Too Thin,Dirty Heads,0.691,0.786,11.0,-5.947,0.0,0.0503,0.111,6.7e-05,0.239,0.632,164.126,180575.0,4.0,spotify:track:3mdDdrgDEKVxd5GawWjKqy,3mdDdrgDEKVxd5GawWjKqy,1
Garland,Dirty Heads,0.741,0.521,4.0,-8.725,0.0,0.0363,0.648,8.94e-06,0.111,0.783,87.003,229782.0,4.0,spotify:track:2kDlcjouMC8uoSSotXzjI9,2kDlcjouMC8uoSSotXzjI9,10
Something About You,Hayden James,0.861,0.602,2.0,-7.314,0.0,0.0617,0.369,0.0644,0.0751,0.684,114.978,225181.0,4.0,spotify:track:5n9DJWUiwuKuPE9sCVbQ0n,5n9DJWUiwuKuPE9sCVbQ0n,2
Phone Down,Lost Kings,0.599,0.682,9.0,-5.393,0.0,0.0882,0.00684,0.0,0.117,0.459,143.834,215565.0,4.0,spotify:track:5bvNpG6wiIEf1PA13TkTu2,5bvNpG6wiIEf1PA13TkTu2,1
Sua Cara,Major Lazer,0.789,0.767,9.0,-4.612,0.0,0.0715,0.00812,0.000348,0.101,0.637,99.957,167311.0,4.0,spotify:track:3XfsA0zVsrPkVkaDDEr73B,3XfsA0zVsrPkVkaDDEr73B,1
Something Good,Lost Kings,0.78,0.811,2.0,-4.183,0.0,0.0879,0.0485,3.74e-06,0.0979,0.696,108.01,213333.0,4.0,spotify:track:4S9VoPxYhaYpRDbsycXNi7,4S9VoPxYhaYpRDbsycXNi7,2
The Time (Dirty Bit),Black Eyed Peas,0.816,0.813,6.0,-7.798,0.0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,307640.0,4.0,spotify:track:7vWFaMq63AwkFDhS2OAg5u,7vWFaMq63AwkFDhS2OAg5u,6
Undress Rehearsal,Timeflies,0.953,0.652,11.0,-4.159,0.0,0.0849,0.00456,0.0,0.0287,0.73,122.997,214787.0,4.0,spotify:track:1aPqexHVW20OTamBHdWWVL,1aPqexHVW20OTamBHdWWVL,1
Jade,Mike Posner,0.688,0.596,4.0,-6.28,0.0,0.0433,0.0581,4.08e-06,0.0814,0.703,182.16,221013.0,4.0,spotify:track:7A1Xkej3zrF6zqmJSeVbCJ,7A1Xkej3zrF6zqmJSeVbCJ,2
Florets,Grace VanderWaal,0.67,0.705,3.0,-5.573,0.0,0.126,0.182,2.08e-05,0.101,0.67,116.052,225933.0,4.0,spotify:track:0nHFy6NhdXegDdokhXrTw0,0nHFy6NhdXegDdokhXrTw0,2
Mi Gente (feat. Beyoncé),J Balvin,0.759,0.716,11.0,-6.36,0.0,0.0818,0.0223,0.0,0.231,0.469,105.009,209733.0,4.0,spotify:track:0GzmMQizDeA2NVMUaZksv0,0GzmMQizDeA2NVMUaZksv0,1
So Much More Than This,Grace VanderWaal,0.742,0.522,5.0,-4.111,1.0,0.152,0.136,0.0,0.0422,0.751,180.039,174080.0,4.0,spotify:track:599hlIX8JXS7RNYvQ3EPCQ,599hlIX8JXS7RNYvQ3EPCQ,11
Multiplied,NEEDTOBREATHE,0.593,0.816,7.0,-6.461,1.0,0.0421,0.0048,0.00121,0.0939,0.378,115.029,275560.0,4.0,spotify:track:4zgO1SgXOeFmr6Hno9DLs4,4zgO1SgXOeFmr6Hno9DLs4,3
Young And Beautiful - DH Orchestral Version,Lana Del Rey,0.294,0.377,11.0,-7.785,0.0,0.0328,0.211,0.0,0.162,0.0909,114.842,231533.0,4.0,spotify:track:7LxP7ixOVyqt0Hhh8OssBI,7LxP7ixOVyqt0Hhh8OssBI,1
Giants in the Sky,Daniel Huttlestone,0.638,0.199,2.0,-13.138,1.0,0.051,0.812,0.0,0.124,0.554,127.585,146080.0,4.0,spotify:track:6Tje0nyqerYacwmYuWPdD0,6Tje0nyqerYacwmYuWPdD0,4
How Does A Moment Last Forever,Céline Dion,0.281,0.273,1.0,-9.128,1.0,0.0325,0.89,0.0,0.287,0.348,79.893,217537.0,4.0,spotify:track:0CJvw1j88DGbvDhqmjJgc8,0CJvw1j88DGbvDhqmjJgc8,4
You'll Always Find Your Way Back Home,Hannah Montana,0.577,0.906,8.0,-3.673,1.0,0.0583,0.0304,0.0,0.189,0.692,152.946,224187.0,4.0,spotify:track:12wSL3tGk3MtbDEhfG7xy3,12wSL3tGk3MtbDEhfG7xy3,11
Just A Crush,Grace VanderWaal,0.642,0.532,0.0,-6.03,1.0,0.0354,0.437,0.0,0.267,0.598,98.033,194240.0,4.0,spotify:track:0qazt5sXx4rSzxBj7DHOhn,0qazt5sXx4rSzxBj7DHOhn,9
Neon Lights,Demi Lovato,0.631,0.819,9.0,-4.24,1.0,0.122,0.0767,0.0,0.1,0.733,125.928,233173.0,4.0,spotify:track:34MJ07N9Bhu6iKPaxSVnCT,34MJ07N9Bhu6iKPaxSVnCT,11
Scream & Shout,will.i.am,0.784,0.621,5.0,-7.399,1.0,0.0561,0.0442,0.00019,0.132,0.504,130.018,284413.0,4.0,spotify:track:054ue8u2erwwGNgSIZLEPq,054ue8u2erwwGNgSIZLEPq,11
The Monster,Eminem,0.788,0.846,9.0,-3.8,1.0,0.07,0.0451,0.0,0.0678,0.595,110.028,250893.0,4.0,spotify:track:5iXz9HRkWDIkryIINbmYBQ,5iXz9HRkWDIkryIINbmYBQ,11
This Is What It Feels Like,Armin van Buuren,0.551,0.833,8.0,-5.217,1.0,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,204360.0,5.0,spotify:track:6NdkzOSCLzmyV9Qc4DKhJ2,6NdkzOSCLzmyV9Qc4DKhJ2,3
Lollipop,MIKA,0.711,0.594,1.0,-5.335,1.0,0.0658,0.0326,9.15e-06,0.114,0.857,96.001,183533.0,4.0,spotify:track:1JAnC4VkVIbO7C6Vislnue,1JAnC4VkVIbO7C6Vislnue,9
